sample,t_iso,elapsed_s,v1_set,v1,i1,p_in_w,v2,i2_raw,i_chg,v_bat,p_bat_w,ah_cum,wh_cum,eff_inst,flags
8506,2026-09-15T23:57:11.273,17010.132,7.7114,6.03901,0.180581,1.09053046481,0.0,0.27661,0.27661,3.41639276,0.9450084013436001,1.2742640857945384,4.341539361959018,0.8665584610772393,
8507,2026-09-15T23:57:13.334,17012.193,7.7114,6.03919,0.180578,1.0905448518199998,0.0,0.27656,0.27656,3.41707422,0.9450260462831999,1.2744224169406306,4.342080337283505,0.8665632089373078,
8508,2026-09-15T23:57:15.318,17014.177,7.7114,6.03956,0.180571,1.09056938876,0.0,0.27651,0.27651,3.41750845,0.9449752615095,1.2745748147314706,4.342601124930624,0.8664971447474391,
8509,2026-09-15T23:57:17.375,17016.234,7.7114,6.04001,0.18055,1.0905238055,0.0,0.27648,0.27648,3.41786571,0.9449715115008,1.2747328045402944,4.343141084657481,0.8665299251010253,
8510,2026-09-15T23:57:19.342,17018.201,7.7114,6.04042,0.18055,1.090597831,0.0,0.27647,0.27647,3.41817452,0.9450227095443999,1.2748838884290634,4.3436574924279245,0.8665180533853455,
8511,2026-09-15T23:57:21.367,17020.226,7.7114,6.04091,0.180528,1.09055340048,0.0,0.27645,0.27645,3.41845199,0.9450310526354999,1.2750394261332676,4.344189169023077,0.8665610067508392,
8512,2026-09-15T23:57:23.377,17022.236,7.7114,6.04168,0.180509,1.0905776151200002,0.0,0.27644,0.27644,3.41869998,0.9450654224712001,1.2751937585162436,4.3447167660008805,0.866573281322312,
8513,2026-09-15T23:57:25.336,17024.195,7.7114,6.04208,0.1805,1.09059544,0.0,0.27642,0.27642,3.41891164,0.9450555555288,1.275344208347914,4.345231124758933,0.8665500706006987,
8514,2026-09-15T23:57:27.423,17026.282,7.7114,6.04244,0.180489,1.09059395316,0.0,0.27643,0.27643,3.41913947,0.9451527236921001,1.2755044086446554,4.34577885366774,0.8666403485490788,
8515,2026-09-15T23:57:29.283,17028.142,7.7114,6.04331,0.180463,1.09059385253,0.0,0.2764,0.2764,3.41931648,0.945099075072,1.275647225140179,4.34626717582384,0.8665912363979716,
8516,2026-09-15T23:57:31.374,17030.233,7.7114,6.04402,0.180441,1.09058901282,0.0,0.27638,0.27638,3.41951626,0.9450859039388,1.2758078012458451,4.3468162523876055,0.866583004990153,
8517,2026-09-15T23:57:33.361,17032.22,7.7114,6.04548,0.180412,1.09067713776,0.0,0.27638,0.27638,3.41968784,0.9451333252192,1.27596034624112,4.347337895566165,0.8665564652434968,
8518,2026-09-15T23:57:35.402,17034.261,7.7114,6.04574,0.180389,1.09058499286,0.0,0.27635,0.27635,3.41985366,0.9450765589409998,1.276117032066974,4.347873725169654,0.8665776304720532,
8519,2026-09-15T23:57:37.359,17036.218,7.7114,6.04662,0.18038,1.0906893156000002,0.0,0.27635,0.27635,3.4200246,0.9451237982099999,1.276267229898767,4.348387392611844,0.866538055055648,
8520,2026-09-15T23:57:39.375,17038.234,7.7114,6.04832,0.180337,1.09073588384,0.0,0.27635,0.27635,3.4201652,0.9451626530199999,1.2764220122926497,4.348916763087772,0.8665366813572677,
8521,2026-09-15T23:57:41.296,17040.155,7.7114,6.04964,0.180294,1.09071379416,0.0,0.27634,0.27634,3.42030539,0.9451671914725999,1.2765694724697911,4.3494211115900505,0.8665583918836461,
8522,2026-09-15T23:57:43.385,17042.243,7.7114,6.05184,0.180247,1.09082600448,0.0,0.27635,0.27635,3.42044659,0.9452404151464999,1.2767297658978993,4.349969375383111,0.8665363781798535,
8523,2026-09-15T23:57:45.321,17044.18,7.7114,6.05349,0.180211,1.09090548639,0.0,0.27636,0.27636,3.42057567,0.9453102921612,1.2768784344009338,4.350477897652595,0.8665372976438129,
8524,2026-09-15T23:57:47.312,17046.17,7.7114,6.05476,0.180144,1.09072868544,0.0,0.2763,0.2763,3.42068497,0.945135257211,1.277031207312397,4.351000477304714,0.866517283195621,
8525,2026-09-15T23:57:49.342,17048.2,7.7114,6.05969,0.180069,1.09116231861,0.0,0.2764,0.2764,3.42082698,0.945516577272,1.2771870405852184,4.3515335449058234,0.8665223873167341,
8526,2026-09-15T23:57:51.295,17050.154,7.7114,6.0679,0.180132,1.0930229627999999,0.0,0.27681,0.27681,3.42100126,0.9469673587806,1.277337114245764,4.352046934019916,0.8663746243306281,
8527,2026-09-15T23:57:53.382,17052.241,7.7114,5.73463,0.010898,0.062495997739999996,0.0,0.0079,0.0079,3.37013412,0.026624059548,1.2774196489420868,4.352329168827455,0.42601223295551155,
8528,2026-09-15T23:57:55.402,17054.261,7.7114,5.7362,0.0108684,0.06234331608,0.0,0.00755,0.00755,3.36965073,0.0254408630115,1.2774239842313961,4.3523437783097965,0.4080768334307699,
8529,2026-09-15T23:57:57.357,17056.216,7.7114,5.73549,0.0108986,0.062508811314,0.0,0.0079,0.0079,3.36932082,0.026617634478000002,1.2774281787813293,4.352357911770454,0.4258221188096484,
8530,2026-09-15T23:57:59.342,17058.201,7.7114,5.73621,0.0108522,0.06225049816199999,0.0,0.00736,0.00736,3.36901685,0.024795964016,1.27743238559889,4.3523720852717,0.39832555157183264,
8531,2026-09-15T23:58:01.362,17060.221,7.7114,5.73626,0.0108967,0.062506304342,0.0,0.00791,0.00791,3.36866445,0.0266461357995,1.2774366695411077,4.352386517163197,0.42629517262302136,
8532,2026-09-15T23:58:03.383,17062.242,7.7114,5.73602,0.0108963,0.062501394726,0.0,0.00789,0.00789,3.36853921,0.026577774366899995,1.2774411046386962,4.352401457241401,0.42523490049165075,
8533,2026-09-15T23:58:05.329,17064.188,7.7114,5.73552,0.0108983,0.062507417616,0.0,0.00791,0.00791,3.36833548,0.0266435336468,1.2774453756755197,4.352415843960788,0.4262459506882598,
8534,2026-09-15T23:58:07.423,17066.282,7.7114,7.71139,0.148273,1.1433909294699998,0.0,0.28522,0.28522,3.41954754,0.9753233493587999,1.2775306272469575,4.3527072479498194,0.8530095212587485,
8535,2026-09-15T23:58:09.341,17068.2,7.7114,5.73431,0.0108978,0.06249136351799999,0.0,0.0079,0.0079,3.36795415,0.026606837785000004,1.2776086927057215,4.352974087946097,0.4257682387956886,
